origin,destination,count
"Germany","South Africa","40902"
"Luxembourg","South Africa","28"
"Monaco","South Africa","26"
"Netherlands","South Africa","21600"
"Switzerland","South Africa","2111"
"Belarus","South Africa","218"
"Bulgaria","South Africa","4224"
"Czech Republic","South Africa","2141"
"Poland","South Africa","10061"
"Romania","South Africa","1738"
"Russian Federation","South Africa","3645"
"Slovakia","South Africa","429"
"Ukraine","South Africa","4090"
"Denmark","South Africa","2715"
"Estonia","South Africa","149"
"Finland","South Africa","695"
"Iceland","South Africa","32"
"Ireland","South Africa","13009"
"Latvia","South Africa","427"
"Lithuania","South Africa","431"
"Norway","South Africa","1137"
"Sweden","South Africa","247"
"United Kingdom of Great Britain and Northern Ireland","South Africa","318536"
"Algeria","South Africa","457"
"Egypt","South Africa","4961"
"Libya","South Africa","164"
"Morocco","South Africa","1166"
"Sudan","South Africa","3109"
"Tunisia","South Africa","117"
"Angola","South Africa","30268"
"Cameroon","South Africa","2709"
"Central African Republic","South Africa","121"
"Congo","South Africa","21955"
"Democratic Republic of the Congo","South Africa","70077"
"Gabon","South Africa","318"
"Benin","South Africa","197"
"Côte d'Ivoire","South Africa","1229"
"Ghana","South Africa","7156"
"Guinea","South Africa","80"
"Guinea-Bissau","South Africa","30"
"Liberia","South Africa","606"
"Mali","South Africa","108"
"Niger","South Africa","21"
"Nigeria","South Africa","17753"
"Saint Helena","South Africa","242"
"Senegal","South Africa","2956"
"Sierra Leone","South Africa","467"
"Botswana","South Africa","45014"
"Lesotho","South Africa","350611"
"Namibia","South Africa","133282"
"Swaziland","South Africa","91232"
"Burundi","South Africa","5227"
"Comoros","South Africa","199"
"Eritrea","South Africa","1604"
"Ethiopia","South Africa","44891"
"Kenya","South Africa","17686"
"Madagascar","South Africa","461"
"Malawi","South Africa","76605"
"Mauritius","South Africa","9132"
"Mozambique","South Africa","449710"
"Réunion","South Africa","340"
"Rwanda","South Africa","4019"
"Seychelles","South Africa","715"
"Somalia","South Africa","69688"
"Uganda","South Africa","12837"
"United Republic of Tanzania","South Africa","10181"
"Zambia","South Africa","60469"
"Zimbabwe","South Africa","475406"
"Niue","South Africa","21"
"Australia","South Africa","7350"
"New Zealand","South Africa","3190"
"Fiji","South Africa","47"
"Papua New Guinea","South Africa","62"
"Nauru","South Africa","23"
"Northern Mariana Islands","South Africa","28"
"Barbados","South Africa","30"
"British Virgin Islands","South Africa","23"
"Cuba","South Africa","1647"
"Jamaica","South Africa","197"
"Saint Kitts and Nevis","South Africa","26"
"Trinidad and Tobago","South Africa","26"
"Argentina","South Africa","2419"
"Bolivia (Plurinational State of)","South Africa","164"
"Brazil","South Africa","3151"
"Chile","South Africa","609"
"Colombia","South Africa","539"
"Guyana","South Africa","56"
"Paraguay","South Africa","121"
"Peru","South Africa","208"
"Uruguay","South Africa","117"
"Venezuela (Bolivarian Republic of)","South Africa","305"
"Guatemala","South Africa","91"
"Mexico","South Africa","292"
"Nicaragua","South Africa","110"
"Panama","South Africa","58"
"Bermuda","South Africa","62"
"Canada","South Africa","6114"
"United States of America","South Africa","18114"
"Angola","Swaziland","122"
"Congo","Swaziland","72"
"Democratic Republic of the Congo","Swaziland","162"
"Liberia","Swaziland","46"
"Botswana","Swaziland","41"
"Lesotho","Swaziland","221"
"South Africa","Swaziland","12511"
"Burundi","Swaziland","219"
"Ethiopia","Swaziland","30"
"Mozambique","Swaziland","10393"
"Rwanda","Swaziland","139"
"Somalia","Swaziland","89"
"Uganda","Swaziland","55"
"Australia","Swaziland","55"
"New Zealand","Swaziland","25"
"Canada","Swaziland","19"
"United States of America","Swaziland","256"
"France","Benin","1797"
"Chad","Benin","699"
"Congo","Benin","1910"
"Burkina Faso","Benin","9948"
"Côte d'Ivoire","Benin","13742"
"Ghana","Benin","10211"
"Mali","Benin","1290"
"Niger","Benin","75775"
"Nigeria","Benin","44603"
"Togo","Benin","48118"
"Benin","Burkina Faso","4178"
"Côte d'Ivoire","Burkina Faso","540779"
"Ghana","Burkina Faso","32217"
"Mali","Burkina Faso","43815"
"Niger","Burkina Faso","12757"
"Nigeria","Burkina Faso","5170"
"Senegal","Burkina Faso","4033"
"Togo","Burkina Faso","15393"
"Timor-Leste","Cabo Verde","8"
"China","Cabo Verde","23"
"Japan","Cabo Verde","1"
"Italy","Cabo Verde","407"
"Portugal","Cabo Verde","1159"
"Spain","Cabo Verde","143"
"Belgium","Cabo Verde","10"
"France","Cabo Verde","201"
"Germany","Cabo Verde","67"
"Luxembourg","Cabo Verde","4"
"Netherlands","Cabo Verde","37"
"Switzerland","Cabo Verde","13"
"Russian Federation","Cabo Verde","698"
"Ukraine","Cabo Verde","22"
"United Kingdom of Great Britain and Northern Ireland","Cabo Verde","52"
"Angola","Cabo Verde","370"
"Gabon","Cabo Verde","8"
"Sao Tome and Principe","Cabo Verde","1712"
"Côte d'Ivoire","Cabo Verde","7"
"Gambia","Cabo Verde","5"
"Ghana","Cabo Verde","42"
"Guinea","Cabo Verde","413"
"Guinea-Bissau","Cabo Verde","5015"
"Mali","Cabo Verde","7"
"Nigeria","Cabo Verde","670"
"Senegal","Cabo Verde","1478"
"Sierra Leone","Cabo Verde","15"
"Mozambique","Cabo Verde","26"
"Cuba","Cabo Verde","85"
"United States Virgin Islands","Cabo Verde","71"
"Argentina","Cabo Verde","4"
"Brazil","Cabo Verde","286"
"Peru","Cabo Verde","3"
"Mexico","Cabo Verde","3"
"United States of America","Cabo Verde","351"
"Libya","Côte d'Ivoire","3665"
"Benin","Côte d'Ivoire","54068"
"Burkina Faso","Côte d'Ivoire","1294323"
"Cabo Verde","Côte d'Ivoire","292"
"Gambia","Côte d'Ivoire","44"
"Ghana","Côte d'Ivoire","42749"
"Guinea","Côte d'Ivoire","94980"
"Guinea-Bissau","Côte d'Ivoire","329"
"Liberia","Côte d'Ivoire","82428"
"Mali","Côte d'Ivoire","356019"
"Mauritania","Côte d'Ivoire","7997"
"Niger","Côte d'Ivoire","49783"
"Nigeria","Côte d'Ivoire","38917"
"Senegal","Côte d'Ivoire","18994"
"Sierra Leone","Côte d'Ivoire","659"
"Togo","Côte d'Ivoire","50328"
"Guinea","Gambia","40369"
"Guinea-Bissau","Gambia","12328"
"Liberia","Gambia","968"
"Mali","Gambia","9251"
"Mauritania","Gambia","3257"
"Senegal","Gambia","118452"
"Sierra Leone","Gambia","2330"
"India","Ghana","839"
"Pakistan","Ghana","65"
"Sri Lanka","Ghana","20"
"Israel","Ghana","45"
"Lebanon","Ghana","970"
"Syrian Arab Republic","Ghana","51"
"Philippines","Ghana","27"
"China","Ghana","224"
"Japan","Ghana","55"
"Italy","Ghana","228"
"France","Ghana","216"
"Netherlands","Ghana","180"
"Switzerland","Ghana","143"
"Poland","Ghana","46"
"Russian Federation","Ghana","65"
"United Kingdom of Great Britain and Northern Ireland","Ghana","1339"
"Algeria","Ghana","13"
"Egypt","Ghana","38"
"Sudan","Ghana","25"
"Cameroon","Ghana","113"
"Chad","Ghana","15"
"Democratic Republic of the Congo","Ghana","30"
"Benin","Ghana","16551"
"Burkina Faso","Ghana","57733"
"Côte d'Ivoire","Ghana","30359"
"Gambia","Ghana","36"
"Guinea","Ghana","135"
"Liberia","Ghana","27689"
"Mali","Ghana","4949"
"Mauritania","Ghana","13"
"Niger","Ghana","5826"
"Nigeria","Ghana","67629"
"Senegal","Ghana","72"
"Sierra Leone","Ghana","2298"
"Togo","Ghana","87494"
"Ethiopia","Ghana","30"
"Kenya","Ghana","15"
"Rwanda","Ghana","369"
"United Republic of Tanzania","Ghana","8"
"Australia","Ghana","32"
"Brazil","Ghana","13"
"Canada","Ghana","273"
"United States of America","Ghana","602"
"Iran (Islamic Republic of)","Guinea","234"
"Lebanon","Guinea","3347"
"Saudi Arabia","Guinea","2679"
"Syrian Arab Republic","Guinea","111"
"China","Guinea","522"
"Japan","Guinea","103"
"Republic of Korea","Guinea","541"
"Italy","Guinea","395"
"Portugal","Guinea","928"
"Spain","Guinea","228"
"Belgium","Guinea","807"
"France","Guinea","6459"
"Germany","Guinea","3335"
"Russian Federation","Guinea","1876"
"Ukraine","Guinea","326"
"Benin","Guinea","9250"
"Burkina Faso","Guinea","1882"
"Cabo Verde","Guinea","379"
"Côte d'Ivoire","Guinea","13608"
"Gambia","Guinea","3186"
"Ghana","Guinea","5257"
"Guinea-Bissau","Guinea","11011"
"Liberia","Guinea","32706"
"Mali","Guinea","61197"
"Mauritania","Guinea","1504"
"Niger","Guinea","5478"
"Nigeria","Guinea","3578"
"Senegal","Guinea","26640"
"Sierra Leone","Guinea","15098"
"Togo","Guinea","5773"
"Cuba","Guinea","234"
"Brazil","Guinea","968"
"Canada","Guinea","1163"
"United States of America","Guinea","2169"
"Portugal","Guinea-Bissau","823"
"France","Guinea-Bissau","110"
"Cabo Verde","Guinea-Bissau","552"
"Gambia","Guinea-Bissau","1495"
"Guinea","Guinea-Bissau","4938"
"Liberia","Guinea-Bissau","898"
"Mauritania","Guinea-Bissau","559"
"Senegal","Guinea-Bissau","11087"
"Sierra Leone","Guinea-Bissau","812"
"Canada","Guinea-Bissau","57"
"United States of America","Guinea-Bissau","311"
"India","Liberia","750"
"Lebanon","Liberia","920"
"Italy","Liberia","12"
"Spain","Liberia","51"
"France","Liberia","41"
"Germany","Liberia","50"
"Netherlands","Liberia","43"
"Switzerland","Liberia","25"
"Sweden","Liberia","58"
"United Kingdom of Great Britain and Northern Ireland","Liberia","58"
"Benin","Liberia","20"
"Burkina Faso","Liberia","234"
"Côte d'Ivoire","Liberia","40985"
"Gambia","Liberia","750"
"Ghana","Liberia","7468"
"Guinea","Liberia","37380"
"Guinea-Bissau","Liberia","118"
"Mali","Liberia","1338"
"Niger","Liberia","58"
"Nigeria","Liberia","5199"
"Senegal","Liberia","360"
"Sierra Leone","Liberia","11413"
"Togo","Liberia","364"
"Canada","Liberia","35"
"United States of America","Liberia","436"
"China","Mali","584"
"France","Mali","18238"
"Russian Federation","Mali","713"
"Algeria","Mali","4305"
"Angola","Mali","517"
"Cameroon","Mali","4405"
"Central African Republic","Mali","2104"
"Congo","Mali","29972"
"Gabon","Mali","33255"
"Benin","Mali","4035"
"Burkina Faso","Mali","23922"
"Côte d'Ivoire","Mali","20144"
"Gambia","Mali","4426"
"Ghana","Mali","18561"
"Guinea","Mali","17762"
"Liberia","Mali","4366"
"Mauritania","Mali","17189"
"Niger","Mali","3819"
"Nigeria","Mali","11840"
"Senegal","Mali","5501"
"Sierra Leone","Mali","9143"
"Togo","Mali","6653"
"United States of America","Mali","1728"
"Iraq","Mauritania","112"
"Kuwait","Mauritania","31"
"Lebanon","Mauritania","118"
"Saudi Arabia","Mauritania","305"
"State of Palestine","Mauritania","161"
"Syrian Arab Republic","Mauritania","180"
"United Arab Emirates","Mauritania","68"
"China","Mauritania","158"
"Republic of Korea","Mauritania","69"
"Italy","Mauritania","54"
"Spain","Mauritania","84"
"Belgium","Mauritania","60"
"Russian Federation","Mauritania","60"
"Algeria","Mauritania","1634"
"Egypt","Mauritania","225"
"Libya","Mauritania","138"
"Morocco","Mauritania","342"
"Tunisia","Mauritania","248"
"Cameroon","Mauritania","392"
"Chad","Mauritania","51"
"Democratic Republic of the Congo","Mauritania","90"
"Gabon","Mauritania","84"
"Benin","Mauritania","551"
"Côte d'Ivoire","Mauritania","462"
"Ghana","Mauritania","206"
"Guinea","Mauritania","3105"
"Guinea-Bissau","Mauritania","1203"
"Mali","Mauritania","56557"
"Niger","Mauritania","150"
"Senegal","Mauritania","38574"
"Togo","Mauritania","144"
"Argentina","Mauritania","66"
"Brazil","Mauritania","159"
"Canada","Mauritania","50"
"United States of America","Mauritania","108"
"Algeria","Niger","460"
"Libya","Niger","157"
"Sudan","Niger","529"
"Cameroon","Niger","417"
"Chad","Niger","756"
"Benin","Niger","17908"
"Burkina Faso","Niger","19323"
"Côte d'Ivoire","Niger","1419"
"Ghana","Niger","1680"
"Mali","Niger","84640"
"Nigeria","Niger","19436"
"Senegal","Niger","1150"
"Togo","Niger","9702"
"Cameroon","Nigeria","26893"
"Chad","Nigeria","29175"
"Benin","Nigeria","351985"
"Ghana","Nigeria","222377"
"Liberia","Nigeria","20541"
"Mali","Nigeria","160967"
"Niger","Nigeria","112733"
"Sierra Leone","Nigeria","4073"
"Togo","Nigeria","147698"
"United Kingdom of Great Britain and Northern Ireland","Saint Helena","384"
"South Africa","Saint Helena","116"
"Lebanon","Senegal","1066"
"Saudi Arabia","Senegal","1377"
"France","Senegal","13391"
"Germany","Senegal","843"
"Algeria","Senegal","4050"
"Morocco","Senegal","3981"
"Cameroon","Senegal","979"
"Benin","Senegal","3487"
"Côte d'Ivoire","Senegal","2715"
"Gambia","Senegal","4984"
"Ghana","Senegal","1724"
"Guinea","Senegal","49780"
"Guinea-Bissau","Senegal","28501"
"Mali","Senegal","32930"
"Mauritania","Senegal","51490"
"Niger","Senegal","1633"
"Nigeria","Senegal","819"
"Sierra Leone","Senegal","14398"
"Togo","Senegal","1613"
"Brazil","Senegal","626"
"United States of America","Senegal","773"
"India","Sierra Leone","371"
"Lebanon","Sierra Leone","2015"
"China","Sierra Leone","257"
"Democratic People's Republic of Korea","Sierra Leone","2"
"Japan","Sierra Leone","3"
"Republic of Korea","Sierra Leone","10"
"Germany","Sierra Leone","122"
"Russian Federation","Sierra Leone","67"
"United Kingdom of Great Britain and Northern Ireland","Sierra Leone","561"
"Benin","Sierra Leone","239"
"Burkina Faso","Sierra Leone","30"
"Cabo Verde","Sierra Leone","1"
"Côte d'Ivoire","Sierra Leone","66"
"Gambia","Sierra Leone","4828"
"Ghana","Sierra Leone","1202"
"Guinea","Sierra Leone","68467"
"Guinea-Bissau","Sierra Leone","19"
"Liberia","Sierra Leone","6536"
"Mali","Sierra Leone","1797"
"Mauritania","Sierra Leone","129"
"Niger","Sierra Leone","147"
"Nigeria","Sierra Leone","1949"
"Senegal","Sierra Leone","677"
"Togo","Sierra Leone","36"
"South Africa","Sierra Leone","218"
"Canada","Sierra Leone","33"
"United States of America","Sierra Leone","464"
"China","Togo","517"
"Belgium","Togo","65"
"France","Togo","792"
"Germany","Togo","200"
"Cameroon","Togo","697"
"Central African Republic","Togo","375"
"Chad","Togo","713"
"Congo","Togo","257"
"Democratic Republic of the Congo","Togo","651"
"Equatorial Guinea","Togo","107"
"Gabon","Togo","896"
"Sao Tome and Principe","Togo","41"
"Benin","Togo","71438"
"Burkina Faso","Togo","13601"
"Cabo Verde","Togo","40"
"Côte d'Ivoire","Togo","5746"
"Gambia","Togo","1063"
"Ghana","Togo","46794"
"Guinea","Togo","3338"
"Guinea-Bissau","Togo","130"
"Liberia","Togo","168"
"Mali","Togo","8122"
"Mauritania","Togo","145"
"Niger","Togo","65529"
"Nigeria","Togo","31974"
"Senegal","Togo","1008"
"Sierra Leone","Togo","105"
"Rwanda","Togo","665"
"Canada","Togo","48"
"United States of America","Togo","182"
"Armenia","Kazakhstan","9144"
"Azerbaijan","Kazakhstan","48377"
"Georgia","Kazakhstan","3275"
"Turkey","Kazakhstan","46894"
"China","Kazakhstan","2162"
"Democratic People's Republic of Korea","Kazakhstan","61600"
"Republic of Korea","Kazakhstan","31916"
"Kyrgyzstan","Kazakhstan","6734"
"Tajikistan","Kazakhstan","15816"
"Turkmenistan","Kazakhstan","1050"
"Uzbekistan","Kazakhstan","281713"
"Greece","Kazakhstan","7846"
"Germany","Kazakhstan","218348"
"Belarus","Kazakhstan","69136"
"Bulgaria","Kazakhstan","4263"
"Poland","Kazakhstan","29224"
"Republic of Moldova","Kazakhstan","12048"
"Russian Federation","Kazakhstan","2352598"
"Ukraine","Kazakhstan","338022"
"Estonia","Kazakhstan","1113"
"Latvia","Kazakhstan","1113"
"Lithuania","Kazakhstan","4386"
"Armenia","Kyrgyzstan","2380"
"Azerbaijan","Kyrgyzstan","4678"
"Georgia","Kyrgyzstan","3270"
"Turkey","Kyrgyzstan","1051"
"Viet Nam","Kyrgyzstan","107"
"China","Kyrgyzstan","271"
"Democratic People's Republic of Korea","Kyrgyzstan","1777"
"Republic of Korea","Kyrgyzstan","233"
"Kazakhstan","Kyrgyzstan","12940"
"Tajikistan","Kyrgyzstan","2205"
"Turkmenistan","Kyrgyzstan","1001"
"Uzbekistan","Kyrgyzstan","9183"
"Germany","Kyrgyzstan","1820"
"Belarus","Kyrgyzstan","9947"
"Poland","Kyrgyzstan","3212"
"Republic of Moldova","Kyrgyzstan","2660"
"Romania","Kyrgyzstan","482"
"Russian Federation","Kyrgyzstan","111753"
"Ukraine","Kyrgyzstan","26771"
"Estonia","Kyrgyzstan","573"
"Finland","Kyrgyzstan","116"
"Latvia","Kyrgyzstan","902"
"Lithuania","Kyrgyzstan","2649"
"Afghanistan","Tajikistan","7587"
"India","Tajikistan","639"
"Iran (Islamic Republic of)","Tajikistan","1238"
"Pakistan","Tajikistan","154"
"Armenia","Tajikistan","200"
"Azerbaijan","Tajikistan","175"
"Georgia","Tajikistan","687"
"Iraq","Tajikistan","65"
"Oman","Tajikistan","37"
"Turkey","Tajikistan","803"
"Brunei Darussalam","Tajikistan","24"
"China","Tajikistan","49"
"Democratic People's Republic of Korea","Tajikistan","162"
"Kazakhstan","Tajikistan","868"
"Kyrgyzstan","Tajikistan","11667"
"Turkmenistan","Tajikistan","462"
"Uzbekistan","Tajikistan","7798"
"Austria","Tajikistan","66"
"Germany","Tajikistan","139"
"Netherlands","Tajikistan","52"
"Switzerland","Tajikistan","54"
"Belarus","Tajikistan","703"
"Poland","Tajikistan","38"
"Republic of Moldova","Tajikistan","814"
"Russian Federation","Tajikistan","237935"
"Ukraine","Tajikistan","1250"
"Denmark","Tajikistan","135"
"United Kingdom of Great Britain and Northern Ireland","Tajikistan","325"
"Algeria","Tajikistan","134"
"Niger","Tajikistan","26"
"Zambia","Tajikistan","24"
"New Zealand","Tajikistan","113"
"United States Virgin Islands","Tajikistan","23"
"Canada","Tajikistan","51"
"United States of America","Tajikistan","283"
"Iran (Islamic Republic of)","Turkmenistan","3204"
"Armenia","Turkmenistan","7009"
"Azerbaijan","Turkmenistan","7636"
"Kazakhstan","Turkmenistan","18152"
"Uzbekistan","Turkmenistan","84960"
"Germany","Turkmenistan","1858"
"Belarus","Turkmenistan","3868"
"Russian Federation","Turkmenistan","62351"
"Ukraine","Turkmenistan","4822"
"Armenia","Uzbekistan","5870"
"Azerbaijan","Uzbekistan","20357"
"Kazakhstan","Uzbekistan","13194"
"Kyrgyzstan","Uzbekistan","4894"
"Tajikistan","Uzbekistan","11496"
"Turkmenistan","Uzbekistan","763"
"Germany","Uzbekistan","8610"
"Belarus","Uzbekistan","26532"
"Russian Federation","Uzbekistan","877690"
"Ukraine","Uzbekistan","124602"
"Bangladesh","China","4018"
"India","China","8968"
"Pakistan","China","4404"
"Sri Lanka","China","5435"
"Indonesia","China","39736"
"Malaysia","China","6130"
"Philippines","China","73070"
"Thailand","China","15192"
